Customer_ID,Gender,Customer Type,Age,Income,Number of Orders,Revenue,Postal Code,Satisfaction
116652,0,1,26,597,3,280.59,8861,1
92078,1,0,17,55.48,1,26.6304,8861,1
92099,0,0,16,289.8,7,36.225,19134,0
11082,1,0,15,2.502,3,2.0016,19134,1
112959,0,0,62,6.48,4,4.752,19134,1
102298,1,0,35,341.488,8,73.176,19134,0
64496,1,0,52,11.12,5,0.834,19134,1
68780,0,1,25,25.344,6,3.4848,19134,1
121694,0,0,61,17.31,3,5.193,47374,1
12841,0,0,29,199.95,5,63.984,48227,1
19282,1,0,79,1586.69,7,412.5394,48227,0
4534,0,0,8,84.99,1,30.5964,48227,1
128695,1,1,24,411.8,2,70.006,48227,0
119633,0,1,43,11.34,3,5.2164,90049,1
58442,0,0,20,80.3,5,20.878,90049,1
19037,0,0,24,15.968,2,5.3892,90049,0
58669,0,1,36,64.74,13,30.4278,90049,1
129152,0,1,26,19.296,3,6.03,90049,1
89332,0,1,38,405.64,4,12.1692,90049,1
35046,1,0,43,146.352,3,9.147,90049,0
102314,1,1,39,251.91,9,47.8629,90049,1
30321,1,0,61,12.39,3,3.717,90049,0
108708,0,0,45,199.96,4,69.986,91767,1
54119,0,0,41,710.832,3,97.7394,91767,0
74349,0,0,59,1.941,1,1.294,19134,0
13770,1,0,35,283.92,5,46.137,91761,0
129765,1,0,21,7.312,2,2.5592,98105,0
6210,1,0,38,59.97,3,13.7931,94513,0
89387,1,1,23,761.544,7,66.6351,94513,1
3223,0,0,41,58.2,3,28.518,94122,1
92002,1,0,51,39.9,5,19.95,21215,0
47806,1,1,19,90.86,7,26.3494,21215,0
67708,0,0,38,94.85,5,45.528,21215,0
113954,1,1,36,106.232,7,37.1812,85023,1
22053,0,0,27,111.984,2,11.1984,85023,0
83444,0,0,55,7.712,2,1.7352,85023,0
1908,1,1,46,37.44,6,16.848,90008,0
117675,1,1,31,23.68,2,8.88,77036,1
459,1,0,59,122.12,4,56.1752,10009,0
24804,1,0,31,18.45,5,8.6715,10009,1
87641,1,0,36,324.9,5,38.988,10009,1
61087,1,0,41,146.73,3,68.9631,10009,1
89068,1,1,25,3.96,2,1.4652,10009,0
88680,0,0,31,5.76,2,2.6496,91730,1
27794,0,0,47,26.55,3,13.0095,19805,0
35815,1,0,43,310.443,3,48.7839,19805,0
20977,1,0,64,479.9,5,81.583,56560,1
68418,0,0,53,12.88,1,0.3864,87401,1
3668,1,0,65,13.12,5,1.476,28403,1
88597,1,0,56,511.84,8,240.5648,39212,1
121184,0,0,62,91.96,4,25.7488,39212,1
112036,0,0,58,8.34,3,2.1684,39212,0
123423,1,0,64,37.68,3,2.355,97206,1
44212,0,1,38,279.944,7,80.4839,97206,1
65610,1,1,35,636.408,3,15.9102,80219,1
73530,0,1,39,83.168,4,9.3564,80219,1
63779,0,1,27,259.136,4,25.9136,85705,1
52260,1,0,44,221.92,4,106.5216,10009,0
13210,0,0,57,26,2,11.7,10009,1
31077,0,0,29,15.552,3,5.4432,33437,0
34755,1,0,56,0.876,1,1.4016,75150,1
60891,0,1,37,19.98,1,9.3906,92374,1
73502,0,1,25,398.352,3,124.485,92374,0
10327,0,0,57,5.04,3,1.26,92374,0
90094,0,1,23,17.45,5,8.027,92374,1
79416,1,0,25,323.136,4,20.196,92374,1
98342,0,0,29,29.7,3,8.019,92374,0
10554,1,0,45,1295.84,4,145.782,92374,0
74817,1,0,12,46.84,2,12.6468,92374,1
120053,0,1,32,425.833,1,20.0392,92374,1
69288,0,0,44,209.67,1,13.978,14609,0
97200,1,0,58,159.88,7,73.5448,95207,1
45203,0,0,49,5.28,1,2.376,98105,1
129132,0,0,49,895.92,5,302.373,98105,0
39727,1,0,34,2.808,3,1.9656,32174,0
37564,1,0,37,215.976,3,2.6997,94086,0
118326,1,1,25,241.96,2,41.1332,48911,1
100389,1,0,37,27.72,9,13.3056,48911,1
65506,0,0,27,104.68,5,35.3295,19143,1
74094,1,1,47,62.958,7,9.4437,19143,1
59007,0,0,59,86.376,3,1.0797,19143,0
105632,1,0,60,64.944,3,6.4944,19134,0
59032,1,0,24,20.736,4,7.2576,19134,1
5418,1,1,40,33.28,4,9.3184,3820,0
110905,1,0,22,38.52,9,11.9412,3820,1
98945,1,0,44,139.86,7,60.1398,3820,0
37810,1,0,32,19.65,3,9.039,10011,1
16940,1,0,45,152.991,3,122.3928,19134,1
112638,0,0,31,10.584,7,2.3814,19134,1
112380,1,0,59,94.92,4,15.82,19134,0
102377,0,1,25,14.76,5,11.439,75051,1
125132,1,0,68,3.656,4,5.8496,75051,0
3099,0,0,25,146.82,3,73.41,10009,0
102558,0,0,8,149.544,9,50.4711,11561,1
126687,0,0,56,17.14,2,4.4564,11561,0
42322,1,0,26,991.764,3,347.1174,11561,1
2990,1,0,52,30.48,6,9.906,19140,0
102781,1,0,60,23.988,2,4.7976,19140,0
47909,1,0,56,16.688,7,5.4236,19140,1
26745,1,0,54,422.058,3,18.0882,17403,1
8699,1,1,17,38.088,4,27.9312,17403,1
136,0,0,43,254.352,6,50.8704,17403,0
95403,0,0,39,43.31,1,4.331,94521,1
14586,0,1,25,84.95,5,22.087,10035,1
118660,0,1,45,233.058,3,53.2704,77840,1
26291,0,1,22,111.79,7,43.5981,63116,0
19874,1,0,16,14.94,3,7.0218,2169,0
47113,0,0,70,14.16,2,5.133,10009,0
26413,0,0,30,22.608,3,10.1736,75081,0
23807,1,0,33,21.48,6,10.74,90032,1
53657,0,0,32,501.81,3,0,55407,0
54780,1,0,52,161.94,3,9.7164,55407,1
36903,0,0,30,17.856,4,2.0088,32725,1
30055,0,1,39,8.808,3,14.9736,60610,1
93237,1,0,39,79.384,1,29.769,45231,1
34021,0,0,60,34.58,1,10.0282,94601,1
3052,0,0,58,314.55,3,150.984,95336,0
68626,1,0,40,191.976,3,23.997,78041,0
77784,0,0,30,8.288,2,3.0044,78041,1
18571,0,0,44,139.92,5,150.414,78041,0
89098,1,0,42,15.872,1,1.1904,78041,0
126711,1,1,46,6.286,7,11.0005,78041,1
72895,0,0,21,14.016,3,1.752,44240,1
8306,0,0,51,71.976,3,8.997,44240,0
79018,0,1,33,107.982,3,26.9955,44240,1
52591,1,0,37,305.312,2,8.7232,76903,1
824,0,0,54,19.752,3,6.9132,94122,0
42625,0,0,44,9.264,3,13.896,77070,0
104537,1,0,72,61.792,4,6.1792,77041,0
45319,1,1,43,45.68,2,21.0128,84106,1
116198,1,0,34,60.12,9,28.8576,84106,1
120322,0,0,23,41.72,5,13.0375,84106,1
89016,0,0,54,71.6,8,32.936,84106,1
97468,1,0,14,85.232,7,30.8966,10009,1
117414,0,0,52,44.4,3,22.2,10009,0
26999,0,0,30,442.764,4,59.0352,10009,0
60793,0,0,53,3999.95,5,1159.9855,10009,0
81993,1,0,8,199.95,5,21.9945,10009,1
90687,0,0,51,63.68,8,28.0192,10009,1
80909,1,1,23,54.896,2,18.5274,93905,1
121064,1,0,46,29,2,7.25,35810,0
64280,0,0,44,70.08,6,35.04,47201,0
54795,0,1,20,121.3,2,25.473,47201,1
3126,0,0,23,1454.49,9,378.1674,47201,0
51715,1,0,69,60.81,3,17.0268,90049,0
76658,0,0,63,153.552,3,51.8238,98105,1
13735,0,1,25,65.34,3,22.869,98105,1
24230,0,1,27,123.92,4,55.764,98105,1
99923,1,1,24,35.1,3,12.285,98105,1
112342,0,1,27,44.75,5,8.5025,98105,1
47836,0,0,37,4.704,2,0.4116,37918,0
15820,0,0,26,14.67,3,3.9609,36116,0
37566,0,1,39,15.552,3,5.4432,19120,0
5717,0,0,65,5.232,1,1.7004,19120,1
4305,0,1,27,22.2,6,9.102,72209,1
94899,1,1,80,881.93,7,229.3018,72209,0
56512,1,0,55,6.096,2,2.1336,98103,0
48281,0,0,29,191.82,3,74.8098,98103,1
83967,1,0,55,20.104,1,1.7591,17602,0
50157,1,0,33,67.56,3,8.445,37620,1
25842,0,0,28,29.932,7,46.3946,60505,0
99832,0,1,43,38.272,4,3.8272,60505,1
115911,0,1,55,16.52,4,7.5992,10009,1
63420,0,0,49,832.93,7,233.2204,6824,0
101451,0,0,38,43.8,10,21.024,6824,0
52512,1,0,53,167.292,6,29.7408,48146,0
31017,1,0,18,27.42,1,11.2422,10035,1
70901,1,0,24,1.44,1,0.504,95123,1
23034,0,0,40,61.776,13,20.8494,95123,1
24778,0,1,11,241.96,2,60.49,95123,1
95654,1,0,53,108.608,4,9.5032,95123,1
101779,0,0,25,2.816,2,0.9856,32216,1
76095,1,0,49,9.984,4,3.6192,94110,0
7951,0,0,47,14.98,1,4.1944,94110,0
40486,0,0,54,1145.6,4,100.24,94110,1
43640,1,0,23,485.94,2,89.089,43302,0
85829,0,0,27,37.376,8,4.672,43302,1
11058,0,0,16,70.686,1,24.2352,43302,1
88275,0,0,46,54.816,3,17.8152,19134,0
58266,1,0,54,72.294,1,98.8018,80122,0
123583,0,0,43,2.896,2,0.4706,78745,1
114625,1,0,44,124.792,1,15.599,78745,0
8652,1,1,27,330.588,1,115.7058,10024,1
121742,1,0,32,673.568,2,252.588,94122,1
123689,1,1,45,52.98,2,14.8344,94122,1
105423,0,1,40,526.45,5,31.587,46350,1
101723,0,0,37,228.92,5,14.3075,60610,0
25536,0,0,49,319.968,4,35.9964,97206,1
100392,0,0,20,205.03,7,67.6599,46203,1
68388,0,0,41,190.86,2,11.4516,46203,0
95098,1,0,39,24.32,8,8.2688,84604,1
122962,1,1,25,44.4,5,12.432,60610,1
58961,1,0,29,44.4,2,52.17,90049,0
116956,1,0,34,1016.792,1,381.297,90049,0
109484,0,1,24,38.136,7,13.3476,19134,1
76135,1,0,43,494.982,3,115.4958,91104,0
82101,1,0,21,56.56,2,15.2712,91104,1
14052,1,0,67,5.56,2,1.4456,91104,1
104856,0,0,35,9.02,2,3.5178,91104,1
56116,0,0,18,8.62,1,2.2412,91104,0
41304,0,0,22,659.976,3,49.4982,90004,0
18506,1,1,27,13.36,2,6.4128,90004,1
73821,1,0,41,41.72,5,13.0375,90004,0
51188,1,1,39,11.52,5,4.176,90004,1
53044,0,1,25,541.44,6,157.0176,90004,1
15952,1,0,16,19.44,3,9.3312,92105,1
20885,0,0,36,143.7,3,68.976,94110,0
26533,0,0,41,43.26,3,14.2758,94110,1
18713,0,0,23,43.56,2,15.246,4401,0
7295,1,0,35,437.85,3,131.355,4401,1
3969,1,0,32,109.48,2,33.9388,94122,0
115625,0,0,30,1212.96,7,90.972,94122,0
111662,1,0,13,18.54,2,8.7138,92024,0
5811,0,0,23,5,1,2.4,92024,0
44014,1,0,57,371.97,3,66.9546,10035,1
111289,1,0,24,166.24,1,24.936,22204,0
2283,1,0,50,359.97,3,79.1934,30318,0
101317,0,0,51,499.98,2,114.9954,30318,0
3670,0,1,34,5.28,1,2.376,30318,1
88884,0,1,22,8.26,2,3.8822,28110,1
105408,0,0,68,7.968,2,2.6892,98115,0
58571,0,0,56,12.96,2,6.3504,14609,0
57965,1,0,25,6.48,1,3.1104,14609,1
96792,1,0,46,6.984,1,2.3571,33180,0
104112,1,0,34,47.96,5,4.1965,98105,1
120919,0,0,36,199.74,6,47.9376,94122,0
87383,0,0,53,435.26,7,95.7572,94122,0
62607,1,0,30,1119.984,2,377.9946,90036,1
126691,1,0,40,143.432,1,3.5858,90036,0
10785,0,0,26,122.352,3,13.7646,38671,1
92166,0,0,57,306.2,5,0,38671,0
52077,1,0,44,85.98,1,22.3548,38671,0
13074,1,0,32,223.96,4,53.7504,98115,1
55278,1,0,52,97.568,2,6.098,98115,1
62799,0,0,15,614.272,8,23.0352,98115,0
3688,1,0,60,199.98,2,37.9962,6457,0
229,0,0,33,48.16,7,22.1536,47362,0
45704,0,0,43,23.92,2,6.6976,47362,0
116869,1,0,44,60.69,7,16.3863,37130,0
90372,1,0,60,14.352,3,5.2026,24153,0
103871,1,0,7,35.04,2,12.264,43615,1
44522,0,0,20,17.48,5,1.311,90032,1
79700,0,0,24,16.4,5,4.756,98115,1
66204,1,0,78,892.98,2,80.3682,31907,0
39557,0,0,30,287.97,3,77.7519,31907,0
12182,1,0,52,595.38,6,297.69,31907,0
25587,1,0,52,12.96,2,6.2208,10009,1
76080,1,0,23,4.95,1,1.3365,6457,1
6204,0,0,9,181.95,3,38.2095,10011,1
38737,0,0,36,13.52,4,6.2192,10011,0
104277,1,0,66,259.7,5,106.477,10011,0
72642,0,0,69,42.95,1,1.2885,10011,1
123817,1,0,43,1399.93,7,601.9699,10011,0
112981,1,0,36,503.96,4,125.99,48640,1
71736,1,0,59,12.72,3,6.36,48640,1
77154,1,0,17,11.52,4,5.6448,31907,1
70398,0,0,16,316,4,31.6,30076,1
13598,0,0,44,723.92,4,188.2192,30076,1
44007,0,0,46,106.32,3,49.9704,60623,1
121671,0,1,37,141.372,2,14.1372,77041,1
115185,1,0,35,27.216,3,9.8658,10009,1
52114,1,0,44,390.75,5,171.93,85345,1
101958,1,0,60,280.792,1,35.099,85345,1
107144,0,1,35,68.448,4,7.7004,85345,1
89485,1,0,39,88.04,5,6.603,85345,0
15695,1,0,24,15.872,1,1.984,85345,1
62744,1,0,50,215.592,3,48.5082,57103,0
82370,1,0,50,14.62,2,6.8714,57103,0
51376,1,0,65,416.32,2,112.4064,57103,1
16238,0,0,62,43,5,20.21,57103,1
66950,1,0,46,182.94,3,27.441,57103,0
122039,1,0,46,60.83,7,30.415,57103,0
104984,0,1,27,389.97,3,132.5898,23223,1
21144,1,0,21,194.32,4,56.3528,98115,0
54121,1,0,47,265.93,7,63.8232,42420,0
24314,0,0,46,94.74,3,44.5278,42420,0
97154,0,1,21,60.64,4,27.8944,42420,1
86955,1,1,25,76.3,5,38.15,42420,0
70158,0,0,64,364.8,12,167.808,10035,1
40122,1,0,61,79.872,3,29.952,10035,1
93363,1,0,55,46.384,1,1.1596,10035,1
71524,1,0,30,12.96,2,6.2208,80525,0
70889,0,0,23,14.352,3,5.2026,19140,1
107964,1,1,27,547.136,4,68.392,90004,1
8867,1,0,54,41.96,2,2.9372,90004,0
32480,1,0,60,41.7,5,20.85,47905,0
117186,1,0,23,277.4,5,133.152,47905,1
76611,0,0,52,5.78,1,2.8322,37042,0
87885,0,0,11,69.216,6,11.2476,6824,0
53056,1,0,53,10.86,3,5.1042,6824,1
81810,1,0,12,426.79,7,123.7691,10009,1
24528,0,0,38,25.92,4,12.4416,10009,1
40245,0,1,20,45.92,4,22.5008,43229,1
60300,1,0,33,10.72,2,1.742,31088,0
33125,1,0,63,41.86,7,10.465,2038,1
20919,0,1,22,63.2,5,23.384,2038,1
66162,1,0,55,113.97,3,27.3528,60623,0
85989,0,0,55,123.552,3,29.3436,53209,0
7690,1,0,67,490.32,9,137.2896,78207,1
26813,1,0,42,70.08,5,24.528,78207,0
6762,0,1,26,1.272,2,2.1624,78207,1
59351,0,0,48,557.585,5,0,90032,0
54265,1,0,49,9.024,6,3.1584,90032,1
113877,1,0,68,69.456,2,22.5732,90032,1
102549,0,0,23,10.86,2,5.3214,90032,1
96806,1,0,55,79.47,3,22.2516,90032,0
1416,1,0,15,10.08,6,5.04,94122,1
66140,1,0,68,1552.831,7,200.9546,94122,1
3382,1,0,34,137.24,5,46.3185,94122,0
24258,1,0,15,36.51,1,15.6993,94122,1
20911,1,0,28,239.976,3,80.9919,10024,0
69881,0,0,21,1579.746,7,447.5947,10024,0
95132,0,0,66,1071.576,4,553.6476,10024,1
14251,0,0,33,613.908,3,122.7816,10024,0
4892,0,0,54,34.86,7,16.3842,10024,1
37574,1,0,46,155.04,4,75.9696,43229,1
53339,1,0,29,13.71,5,10.054,22980,0
38239,1,1,48,127.88,2,40.9216,22980,1
63042,0,0,19,160.32,2,44.8896,22980,1
48625,1,0,37,46,4,20.7,95823,1
122496,0,0,23,120.712,1,18.1068,20735,1
110650,1,1,48,23.12,4,11.3288,45014,1
10677,1,0,52,532.704,6,26.6352,45014,1
101513,1,1,17,4.912,2,0.307,2886,0
68515,0,1,10,252,4,93.24,60505,1
100299,1,0,44,60.288,8,27.1296,60505,1
110522,0,0,35,2.632,1,0.8225,60505,0
78496,0,0,56,23.688,9,7.6986,60505,0
51881,0,0,41,253.372,2,14.4784,30080,1
84226,0,0,60,5.67,3,0.1134,43229,0
25821,0,0,31,76.776,4,58.8616,43229,1
70184,0,0,40,9.184,2,1.148,91360,0
20092,1,0,59,32.75,5,15.065,44052,0
126689,0,1,18,7.216,2,1.7138,44052,1
44681,1,1,35,49.568,2,15.49,44052,1
14352,1,0,16,54.712,7,11.6263,93727,1
80974,0,1,38,176.04,4,45.7704,93727,1
68025,0,0,26,16.02,9,4.4856,93727,1
101973,1,0,47,185.92,4,62.748,93727,1
90382,0,0,43,211.168,4,15.8376,93727,0
75659,1,0,43,479.984,2,59.998,92105,1
121166,1,1,72,7.86,2,3.6156,92105,1
8219,0,0,20,24.448,2,8.8624,10009,1
94440,0,0,48,6.48,1,3.1104,10009,0
21270,1,0,50,41.86,7,20.5114,10009,0
97175,0,0,9,1619.91,9,97.1946,10009,1
67829,1,1,39,113.92,4,42.1504,2148,1
121752,1,0,55,39.68,2,10.3168,10035,0
106287,1,0,13,37.6,2,2.256,10035,1
68941,1,0,55,59.9,2,23.96,10035,1
31911,0,0,51,37,5,16.65,94109,0
12846,1,0,18,5.76,2,2.8224,94109,1
7099,0,0,69,16.68,6,4.3368,29501,1
110298,1,0,29,628.81,7,12.5762,29501,0
28563,0,0,35,56.45,5,14.677,65807,0
25891,1,1,9,94.2,6,23.55,65807,1
12521,0,0,38,28.4,5,13.348,77340,0
63567,0,1,27,956.6648,7,225.0976,90045,0
78357,0,0,49,1115.91,9,200.8638,90045,0
109638,0,0,54,128.744,7,28.9674,90045,0
12508,0,0,38,79.92,10,26.973,94122,1
3695,1,0,53,24.2,5,7.986,94122,0
71985,1,0,59,359.976,3,130.4913,94122,0
40108,1,0,47,211.84,8,76.2624,19120,1
78461,1,0,45,5.68,2,1.917,90036,1
96965,1,0,33,7.52,5,2.632,90045,0
54564,1,0,32,11.96,2,5.8604,90045,0
25293,1,0,10,629.064,3,31.4532,53209,1
80011,0,0,11,754.45,5,60.356,1040,1
88836,0,0,60,301.96,2,60.392,87105,1
64651,1,1,37,595,5,95.2,87105,1
39085,0,0,36,79.872,3,29.952,89431,0
23324,0,1,59,2396.4,10,179.73,92236,1
53418,1,1,13,63.56,2,3.178,92236,0
123261,1,0,20,99.99,1,43.9956,60126,1
49901,0,0,48,230.376,3,48.9549,60126,1
73262,1,0,15,9.664,2,3.2616,45014,0
125541,1,1,40,158.928,7,41.7186,45014,0
47355,1,0,57,13.023,1,10.4184,45014,1
96129,1,0,31,273.06,2,104.673,45014,0
99150,0,0,52,39.312,13,12.7764,76017,0
2002,1,0,59,1.344,4,2.1504,76017,0
66100,0,0,40,8.272,4,13.6488,76017,1
111166,0,0,28,12.544,7,9.0944,94110,1
38740,1,0,49,58.48,8,27.4856,98103,0
62859,1,0,49,7.4,2,3.034,10009,0
422,1,0,42,366.786,7,65.2064,77070,0
40103,1,0,44,54.368,4,4.0776,22153,0
50481,0,0,36,33.96,2,16.98,22153,1
553,0,0,57,826.11,3,322.1829,87401,0
97166,1,0,69,545.85,9,114.6285,80027,1
64198,0,0,55,145.98,2,99.2664,80027,1
24365,1,0,40,35.808,4,12.5328,33614,0
52499,1,0,46,7.904,2,2.1736,7055,0
37996,1,0,40,345,5,86.25,7055,0
36579,1,1,29,174.286,2,19.9184,7055,1
89143,0,0,25,662.84,4,172.3384,7055,0
46424,1,1,24,95.1,5,30.432,7055,1
92135,0,0,38,26.88,6,12.9024,7055,1
112395,1,0,43,257.98,2,74.8142,90004,0
109686,1,0,39,17.48,2,8.2156,19143,1
66171,1,0,42,492.835,5,14.081,29406,0
30350,0,0,52,269.49,3,5.3898,95123,0
123544,0,0,29,29.12,5,9.828,10011,0
32581,0,1,24,18.75,5,9,10011,1
129602,0,0,45,119.7,6,31.122,10011,0
77613,0,0,50,9.144,3,3.0861,10011,0
60822,0,0,19,57.06,3,18.2592,10011,1
56133,0,0,52,71.6,8,13.604,10011,0
88535,0,0,48,107.44,8,27.9344,10011,1
96070,1,0,69,7.31,1,3.4357,10011,1
71033,0,0,32,59.1,6,22.458,10011,0
95539,1,0,50,46.53,3,12.0978,7060,1
70751,0,0,56,97.84,2,25.4384,98115,0
125833,0,1,31,29.97,3,13.4865,98115,1
89582,1,0,27,98.352,3,34.4232,10009,1
118769,1,0,7,83.92,5,29.372,10009,0
12092,0,0,54,14.624,2,5.1184,10009,1
129199,1,0,45,136.99,1,36.9873,10009,0
49009,1,0,52,3.15,1,1.512,23602,0
59502,1,0,55,9.11,1,4.0995,23602,0
69113,1,1,41,571.44,4,165.7176,23602,1
118856,1,0,51,32.4,5,15.552,23602,1
48528,0,0,39,16.91,1,4.5657,28314,0
67189,0,0,41,14.272,8,4.2816,28314,1
29356,1,0,77,451.136,4,67.6704,28314,0
72519,0,0,37,64.864,4,6.4864,90032,1
70376,0,0,12,217.584,2,29.9178,90032,1
74926,0,0,33,82.95,5,29.0325,90032,1
37544,0,0,42,87.71,7,41.2237,90032,1
36778,1,0,50,1101.48,4,429.5772,90036,1
42217,1,0,38,1322.352,3,99.1764,10011,0
13751,0,0,24,5.46,3,1.4742,75220,1
78788,0,0,47,11.184,1,0.8388,75220,0
127410,1,0,50,153.584,2,32.6366,98105,1
106494,1,0,53,1003.62,6,0,98105,0
59954,0,0,30,35.168,4,11.4296,98105,1
102599,1,0,40,1137.75,5,250.305,98105,1
25744,0,0,44,99.68,5,32.396,98105,0
29161,1,0,61,5.56,2,1.4456,19711,0
75367,0,0,12,85.52,2,22.2352,19711,1
78779,1,0,46,9.84,3,2.6568,19711,1
30523,1,0,78,20.04,3,9.6192,10024,1
87970,1,1,19,631.96,4,303.3408,10024,0
109984,1,0,46,23.92,4,10.764,90049,0
37952,0,0,17,90.24,6,41.5104,14701,1
91255,1,0,16,4548.81,7,1228.1787,77095,1
22140,0,0,34,300.93,5,34.392,77095,1
31360,0,0,24,719.96,5,53.997,46544,0
102591,0,0,46,647.84,8,32.392,92037,0
49456,1,0,53,64.17,3,18.6093,92037,0
29425,1,0,72,124.46,2,58.4962,94109,1
80293,0,0,41,9.584,1,3.3544,33178,0
105097,1,1,26,37.608,3,12.6927,60076,0
26230,1,0,40,12.224,2,4.4312,60076,1
26287,1,0,58,2.304,4,3.5712,60076,1
12580,0,0,24,9.36,4,16.38,94110,0
23847,1,0,41,7.38,2,3.4686,94122,0
69545,0,1,28,53.72,4,15.0416,94122,1
117493,0,1,32,8187.65,5,327.506,94122,1
84460,1,0,64,77.92,8,34.2848,77070,0
85694,1,1,27,32.784,4,85.2384,90045,0
110536,0,1,29,196.776,3,14.7582,90045,0
113918,1,1,22,479.94,6,52.7934,73120,1
110073,0,0,40,1117.92,4,55.896,71203,1
44848,0,0,55,106.5,6,41.535,33614,1
91902,0,0,41,45.66,5,33.484,60623,0
80129,1,0,39,95.968,4,1.1996,60623,0
90303,1,0,52,47.992,2,2.0568,43402,1
69629,0,0,47,264.32,2,19.824,77095,1
1804,1,0,59,604.656,9,204.0714,7090,0
8654,1,0,51,129.93,3,12.993,73120,0
64749,1,1,23,20.16,7,9.8784,73120,0
16700,0,0,63,29.46,6,14.4354,73120,1
88725,1,0,27,868.59,3,251.8911,73120,1
67778,0,1,44,12.96,2,6.2208,73120,1
42503,1,0,35,5.5,1,1.375,73120,0
93558,0,0,15,121.6,4,55.936,77041,1
100992,1,0,45,42.048,9,5.256,77041,0
65624,0,0,18,25.488,2,4.4604,77041,1
94078,0,0,42,6.9,3,12.075,77041,1
753,0,0,57,9.648,6,16.884,77041,0
102746,1,0,26,7.968,2,2.8884,33311,0
83170,1,0,30,10.368,2,3.6288,72209,1
55729,1,0,40,114.2,5,52.532,72209,0
13307,0,0,36,17.96,4,8.2616,72209,0
29608,1,0,18,12.67,7,4.5612,72209,1
21670,1,0,31,339.96,4,122.3856,19120,0
105133,0,0,53,1801.632,6,337.806,92253,0
41784,1,0,63,46.32,4,18.0648,44105,1
34080,0,0,49,181.986,2,54.5958,44105,1
31893,1,0,51,431.976,4,100.7944,44105,1
32057,0,0,31,155.37,1,36.253,94122,0
64168,1,0,67,1348.704,6,219.1644,94122,1
106370,1,0,30,700.152,3,78.7671,85254,0
37410,1,0,29,111.888,7,22.3776,19134,1
36097,1,0,63,143.952,3,14.3952,2148,1
28627,1,0,60,173.94,3,13.9152,2148,1
40524,1,0,58,14.76,4,6.9372,95123,1
110697,0,0,63,205.92,4,2.0592,95123,1
94182,0,1,24,102.833,1,6.049,85023,1
43866,0,0,72,2.304,1,0.2592,85023,0
26746,1,0,45,1879.96,5,211.4955,85023,0
118104,1,0,52,313.024,8,105.6456,85023,1
96266,1,0,61,5.04,2,1.764,42420,1
74919,1,0,41,821.88,6,213.6888,42420,0
120703,1,0,46,21.96,2,10.7604,29203,1
32409,1,1,36,25.92,4,12.4416,32303,1
22458,1,0,50,705.544,7,70.5544,10035,1
99172,0,0,24,50,2,12,77070,1
98815,0,0,39,51.712,8,32.32,33065,0
126067,1,0,31,6.992,2,0.5244,84057,0
54476,1,0,30,1406.86,7,140.686,84057,1
98835,1,0,65,15.75,5,7.56,84057,1
98495,0,0,40,323.1,2,61.389,37211,0
20134,1,0,25,9.216,4,3.3408,37211,1
4240,0,0,41,10.368,2,3.6288,10009,0
69987,0,0,52,15.02,1,2.7036,10009,0
104572,0,0,43,33.82,2,9.1314,42104,0
792,0,0,41,71,4,27.69,98226,0
125206,0,0,22,25.12,5,7.85,98226,0
120869,0,0,31,2665.62,9,239.9058,10011,0
43870,0,1,39,478.08,8,133.8624,43055,1
123464,1,0,58,164.388,2,35.6174,43055,0
127741,0,0,45,13.248,4,3.6432,60098,1
117908,0,1,23,2.912,2,0.91,75007,0
27644,0,0,35,1399.944,7,52.4979,47905,1
35279,0,0,27,526.45,5,31.587,31907,1
31041,1,0,28,16.23,3,7.9527,31907,0
79970,0,0,48,319.9,5,156.751,31907,1
81735,0,0,58,11.36,2,5.3392,31907,0
49333,0,1,26,675.12,3,290.3016,22304,1
66496,1,1,36,62.82,3,30.7818,22304,1
45361,1,0,28,489.92,8,0,22304,1
516,1,0,57,19.44,3,9.3312,22304,0
61978,0,0,63,16.68,2,8.34,22304,1
5431,0,0,42,155.35,13,0,22304,0
76260,1,0,60,12.42,3,4.4712,22304,0
124153,1,1,25,187.98,2,52.6344,76117,0
16233,1,0,39,6.608,2,2.1476,10024,0
32817,1,0,58,248.57,7,67.1139,10024,1
49759,1,1,38,22.23,1,9.7812,90004,1
84234,1,0,69,5.98,1,1.0166,90004,1
46783,1,0,40,246.168,3,21.5397,60090,0
63355,0,0,53,14.136,2,7.7748,60090,1
84100,1,0,70,601.47,3,300.735,29483,1
46727,1,0,49,79.1,2,39.55,29483,1
30133,1,0,70,327.84,8,157.3632,47201,1
47539,1,0,55,180.96,2,81.432,47201,1
30127,0,0,48,914.97,3,411.7365,47201,1
63484,1,0,38,587.97,3,158.7519,47201,1
63054,0,0,43,530.34,2,95.4612,47201,1
124973,1,1,54,14.94,3,7.3206,10024,1
77103,1,0,52,121.94,2,35.3626,10024,1
48181,1,0,75,122.71,7,36.813,10035,1
82258,0,0,41,14.94,3,7.0218,10035,0
28358,0,1,25,1349.85,3,364.4595,10035,1
55828,1,0,47,136.784,1,5.1294,10035,0
128637,0,0,21,61.12,4,20.7808,32216,1
58693,1,0,41,1.167,1,0.8558,92024,1
81156,1,1,26,16.99,1,4.9271,76017,1
75804,1,0,48,24.672,3,0,76017,1
37713,1,0,51,2.52,1,0.882,76017,1
120942,0,0,58,1218.735,5,121.8735,76017,0
114121,1,0,37,5.904,2,1.9926,76017,1
56047,1,0,36,15.696,3,5.1012,76017,0
